"Age","LearningCategorySelftTaught","LearningCategoryOnlineCourses","LearningCategoryWork","LearningCategoryUniversity","LearningCategoryKaggle","GenderSelect","Country","EmploymentStatus","DataScienceIdentitySelect","FormalEducation","MajorSelect","Tenure","FirstTrainingSelect","ParentsEducation","EmployerIndustry","EmployerSize","EmployerSizeChange","EmployerMLTime","EmployerSearchMethod","RemoteWork","CompensationAmount","CompensationCurrency","FormalEducation_Q","Tenure_Q","EmployerSize_Q","...1","exchangeRate","frac","Salary_USD","Compensation_Median_USD","Median_to_Salary"
32,0,20,0,70,10,"Male","Chile","Employed full-time","No","Bachelor's degree","Engineering (non-computer focused)","Less than a year","University courses","Primary/elementary school","Financial","1,000 to 4,999 employees","Stayed the same","More than 10 years","I visited the company's Web site and found a job listing there","Never",25900000,"CLP",4,1,6,34,0.001606,0.71,41595.4,38544,0.926640926640927
38,25,15,50,0,10,"Male","United States","Employed full-time","Yes","Master's degree","Physics","More than 10 years","Work","A master's degree","Other","100 to 499 employees","Stayed the same","3-5 years","A friend, family member, or former colleague told me","Rarely",3e+05,"USD",5,5,4,1,1,1,3e+05,110000,0.366666666666667
43,15,0,10,75,0,"Male","France","Employed full-time","Sort of (Explain more)","Professional degree","","Less than a year","Online courses (coursera, udemy, edx, etc.)","High school","Technology","10,000 or more employees","Increased slightly","3-5 years","A career fair or on-campus recruiting event","Never",18000,"EUR",2,1,8,2,1.195826,0.99,21524.868,55605.909,2.58333333333333
27,64,20,8,8,0,"Male","United States","Employed full-time","Yes","Bachelor's degree","Other","1 to 2 years","University courses","Some college/university study, no bachelor's degree","Academic","Fewer than 10 employees","Decreased slightly","1-2 years","Some other way","Sometimes",29000,"USD",4,2,1,1,1,1,29000,110000,3.79310344827586
50,40,10,25,0,5,"Male","United States","Employed full-time","","Bachelor's degree","Other","More than 10 years","Self-taught","A master's degree","CRM/Marketing","500 to 999 employees","Increased slightly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",175000,"USD",4,5,5,1,1,1,175000,110000,0.628571428571429
23,30,20,10,20,10,"Male","Russia","Employed full-time","Yes","Bachelor's degree","Computer Science","1 to 2 years","University courses","A bachelor's degree","Government","20 to 99 employees","Stayed the same","6-10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",35000,"RUB",4,2,3,6,0.017402,0.76,7308.84,22622.6,3.0952380952381
37,0,60,30,0,10,"Male","Mexico","Employed full-time","Yes","Master's degree","Information technology, networking, or system administration","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","High school","Manufacturing","5,000 to 9,999 employees","Decreased slightly","3-5 years","A friend, family member, or former colleague told me","Most of the time",5e+05,"MXN",5,3,7,15,0.056414,0.86,28207,20309.04,0.72
40,60,0,30,10,0,"Male","Australia","Employed full-time","Yes","Bachelor's degree","Physics","More than 10 years","Self-taught","A bachelor's degree","Government","10,000 or more employees","Increased significantly","More than 10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",250000,"AUD",4,5,8,8,0.80231,0.98,200577.5,96277.2,0.48
35,10,55,20,15,0,"Male","Netherlands","Independent contractor, freelancer, or self-employed","Yes","Master's degree","Electrical Engineering","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Internet-based","","","","","Sometimes",95000,"EUR",5,4,NA,2,1.195826,1,113603.47,77130.777,0.678947368421053
63,70,20,0,10,0,"Male","Australia","Employed full-time","Yes","Doctoral degree","Electrical Engineering","More than 10 years","University courses","High school","Academic","1,000 to 4,999 employees","Stayed the same","More than 10 years","A friend, family member, or former colleague told me","Most of the time",117000,"AUD",6,5,6,8,0.80231,0.98,93870.27,96277.2,1.02564102564103
30,30,20,20,20,10,"Male","Czech Republic","Employed part-time","No","Master's degree","Computer Science","3 to 5 years","University courses","A master's degree","Academic","100 to 499 employees","Stayed the same","Don't know","A friend, family member, or former colleague told me","Sometimes",360000,"CZK",5,3,4,28,0.04582,0.86,16495.2,24742.8,1.5
41,30,20,0,30,15,"Male","United States","Employed full-time","","Doctoral degree","Electrical Engineering","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Other","1,000 to 4,999 employees","Increased slightly","Less than one year","A general-purpose job board","Never",135000,"USD",6,4,6,1,1,1,135000,110000,0.814814814814815
26,15,30,50,0,5,"Non-binary, genderqueer, or gender non-conforming","Philippines","Independent contractor, freelancer, or self-employed","No","Bachelor's degree","Mathematics or statistics","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","Some college/university study, no bachelor's degree","Mix of fields","","","","","Sometimes",715000,"PHP",4,2,NA,23,0.019637,0.88,14040.455,14138.64,1.00699300699301
59,100,0,0,0,0,"Male","United States","Employed full-time","Sort of (Explain more)","Master's degree","A social science","6 to 10 years","Self-taught","A doctoral degree","Other","100 to 499 employees","Increased slightly","Less than one year","I visited the company's Web site and found a job listing there","Rarely",83000,"USD",5,4,4,1,1,1,83000,110000,1.32530120481928
38,60,10,10,0,0,"Male","Australia","Employed full-time","Sort of (Explain more)","Master's degree","Psychology","More than 10 years","Self-taught","A bachelor's degree","CRM/Marketing","100 to 499 employees","Decreased significantly","More than 10 years","An external recruiter or headhunter","",115000,"AUD",5,5,4,8,0.80231,0.98,92265.65,96277.2,1.04347826086957
30,25,25,0,0,0,"Male","United States","Employed full-time","","Doctoral degree","Physics","6 to 10 years","Self-taught","A doctoral degree","Technology","500 to 999 employees","Increased significantly","3-5 years","A general-purpose job board","",110000,"USD",6,4,5,1,1,1,110000,110000,1
27,15,20,15,30,10,"Male","Japan","Employed full-time","Sort of (Explain more)","Master's degree","Other","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","I don't know/not sure","Technology","10 to 19 employees","Stayed the same","1-2 years","A tech-specific job board","Sometimes",3600000,"JPY",5,3,2,9,0.009108,0.91,32788.8,63756,1.94444444444444
32,10,90,0,0,0,"Male","Singapore","Employed full-time","","Bachelor's degree","Computer Science","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Mix of fields","20 to 99 employees","Increased significantly","3-5 years","I visited the company's Web site and found a job listing there","Sometimes",120000,"USD",4,5,3,1,1,0.04,120000,59407.12,0.495059333333333
54,60,0,0,0,10,"Male","United States","Employed full-time","Yes","Master's degree","Computer Science","6 to 10 years","Self-taught","A master's degree","Mix of fields","1,000 to 4,999 employees","Stayed the same","1-2 years","An external recruiter or headhunter","Sometimes",180000,"USD",5,4,6,1,1,1,180000,110000,0.611111111111111
34,0,70,30,0,0,"Male","Mexico","Employed full-time","Sort of (Explain more)","Doctoral degree","Computer Science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","High school","Academic","100 to 499 employees","Stayed the same","1-2 years","A friend, family member, or former colleague told me","Most of the time",3e+05,"MXN",6,3,4,15,0.056414,0.86,16924.2,20309.04,1.2
43,93,5,2,0,0,"Male","United States","Employed full-time","No","Bachelor's degree","Computer Science","1 to 2 years","Self-taught","High school","Technology","500 to 999 employees","Increased significantly","1-2 years","I visited the company's Web site and found a job listing there","Rarely",195000,"USD",4,2,5,1,1,1,195000,110000,0.564102564102564
33,0,25,0,75,0,"Male","United States","Employed full-time","No","Bachelor's degree","A social science","1 to 2 years","University courses","High school","Government","10,000 or more employees","Increased slightly","1-2 years","A career fair or on-campus recruiting event","Sometimes",112000,"USD",4,2,8,1,1,1,112000,110000,0.982142857142857
29,10,20,25,45,0,"Male","United States","Employed full-time","Sort of (Explain more)","Master's degree","Engineering (non-computer focused)","1 to 2 years","Self-taught","High school","Technology","1,000 to 4,999 employees","Increased significantly","1-2 years","A friend, family member, or former colleague told me","",1e+05,"USD",5,2,6,1,1,1,1e+05,110000,1.1
31,20,20,10,50,0,"Male","United States","Employed full-time","","Master's degree","A social science","3 to 5 years","University courses","A bachelor's degree","Financial","1,000 to 4,999 employees","Increased significantly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",120000,"USD",5,3,6,1,1,1,120000,110000,0.916666666666667
32,25,40,10,25,0,"Female","United States","Employed full-time","Sort of (Explain more)","Master's degree","Engineering (non-computer focused)","More than 10 years","University courses","A bachelor's degree","Other","100 to 499 employees","Increased slightly","1-2 years","A friend, family member, or former colleague told me","Never",125000,"USD",5,5,4,1,1,1,125000,110000,0.88
36,30,50,20,0,0,"Male","India","Employed full-time","No","Master's degree","Computer Science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Financial","10,000 or more employees","Increased slightly","3-5 years","An external recruiter or headhunter","Never",1700000,"INR",5,3,8,3,0.01562,0.94,26554,15114.75,0.569208028922196
32,30,1,10,59,0,"Male","Argentina","Employed full-time","","Master's degree","Computer Science","1 to 2 years","University courses","High school","Telecommunications","5,000 to 9,999 employees","Increased significantly","Don't know","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",34000,"USD",5,2,7,1,1,0.42,34000,32455.212,0.954565058823529
51,20,0,0,0,80,"Non-binary, genderqueer, or gender non-conforming","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Other","6 to 10 years","Kaggle competitions","Some college/university study, no bachelor's degree","Government","500 to 999 employees","Stayed the same","Less than one year","I visited the company's Web site and found a job listing there","Never",42000,"USD",4,4,5,1,1,1,42000,110000,2.61904761904762
33,0,50,0,50,0,"Female","United States","Employed full-time","","Doctoral degree","Electrical Engineering","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Manufacturing","10,000 or more employees","Increased slightly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Never",185,"USD",6,3,8,1,1,1,185000,110000,0.594594594594595
50,30,30,30,10,0,"Male","United States","Employed full-time","Yes","Master's degree","Electrical Engineering","More than 10 years","Work","Some college/university study, no bachelor's degree","Technology","20 to 99 employees","Stayed the same","1-2 years","A friend, family member, or former colleague told me","Rarely",155000,"USD",5,5,3,1,1,1,155000,110000,0.709677419354839
37,40,10,50,0,0,"Female","Australia","Independent contractor, freelancer, or self-employed","","Master's degree","Other","More than 10 years","Work","A bachelor's degree","Mix of fields","","","","","Sometimes",180000,"AUD",5,5,NA,8,0.80231,0.98,144415.8,96277.2,0.666666666666667
52,80,0,10,10,0,"Male","Australia","Employed full-time","No","Doctoral degree","Other","More than 10 years","Self-taught","A bachelor's degree","Academic","1,000 to 4,999 employees","Increased slightly","Don't know","Some other way","Sometimes",180000,"AUD",6,5,6,8,0.80231,0.98,144415.8,96277.2,0.666666666666667
31,20,0,0,80,0,"Male","Canada","Employed full-time","Sort of (Explain more)","Master's degree","","1 to 2 years","University courses","Primary/elementary school","Other","5,000 to 9,999 employees","Stayed the same","Less than one year","I visited the company's Web site and found a job listing there","Rarely",80000,"CAD",5,2,7,7,0.823688,0.95,65895.04,74131.92,1.125
26,20,5,35,35,5,"Male","United States","Employed full-time","","Bachelor's degree","Mathematics or statistics","3 to 5 years","University courses","A master's degree","Technology","100 to 499 employees","Increased significantly","1-2 years","I visited the company's Web site and found a job listing there","Sometimes",120000,"USD",4,3,4,1,1,1,120000,110000,0.916666666666667
49,50,0,0,50,0,"Male","Japan","Employed full-time","Yes","Doctoral degree","Computer Science","6 to 10 years","University courses","High school","Mix of fields","Fewer than 10 employees","Stayed the same","1-2 years","A friend, family member, or former colleague told me","",4e+06,"JPY",6,4,1,9,0.009108,0.91,36432,63756,1.75
29,0,10,40,40,10,"Male","United States","Employed full-time","","Bachelor's degree","Mathematics or statistics","3 to 5 years","University courses","A bachelor's degree","Insurance","5,000 to 9,999 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",85000,"USD",4,3,7,1,1,1,85000,110000,1.29411764705882
